Best Move,MS To Calculate Best Move,Best Tile in Board,Average Score of Simulations,Average Move Count of Simulations,Current Game Score
right,57,2,271.76,142.2,6
down,56,4,276.16,144.68,8
up,67,4,275.64,144.66,12
left,741,4,284.64,148.92,14
left,59,8,288.28,147.3,16
right,58,8,283.72,145.42,18
left,50,8,277.08,139.42,20
right,53,8,270.04,134.2,22
down,47,8,270.84,134.42,24
right,31,8,262.44,125.82,26
down,47,8,272.12,132.58,28
right,43,8,271.12,131.1,30
right,59,8,290.84,141.6,32
up,60,8,291.6,142.28,36
right,61,8,253.12,116.82,38
down,39,16,277.76,129.3,40
left,34,16,286.72,134.06,44
up,34,16,276.08,124.96,46
left,47,16,284.6,129.04,48
up,43,16,271.68,122.28,50
left,40,32,274.8,121.96,52
left,46,32,270.44,119.14,54
down,59,32,271,118.76,56
left,42,32,272.24,117.68,58
right,48,32,267.44,114.48,60
left,30,32,268.76,113.48,62
up,48,32,275.76,116.68,64
left,45,32,263.76,107.46,66
left,43,32,264.88,107.38,68
right,44,32,267.28,107.44,70
down,39,32,255.92,100,72
right,50,32,273.04,109.78,74
down,56,32,281.04,113.38,76
up,23,32,271.6,107.32,78
left,22,32,259.44,98.5,80
left,43,32,275.12,104.4,82
right,43,32,275.2,106.46,84
left,27,32,279.04,107.3,86
down,32,32,273.2,102.14,88
left,42,32,263.76,97.26,90
up,43,32,273.32,100.92,92
up,46,32,274.76,99.62,94
left,35,32,280.88,103.54,96
up,49,32,285.64,105.9,98
down,41,32,271.36,96.96,100
left,34,32,271.8,94.66,104
right,47,32,284.72,100.76,108
left,44,32,283.84,96.96,110
right,50,32,280.48,93,112
up,44,32,275.56,90.04,114
down,43,32,288.72,95.42,116
left,39,32,280.36,91.5,118
right,39,32,280.52,91.24,120
up,30,64,281.04,89.18,122
right,40,64,276.36,85.68,124
right,37,64,292.56,92.36,126
right,42,64,288.88,89.12,128
down,27,64,282.8,86.84,130
left,42,64,289.04,86.5,132
up,36,64,305.88,96.02,134
up,33,64,309.84,98.12,136
left,32,64,305.96,94.9,138
left,32,64,300.32,90.32,140
up,26,64,296.08,87.12,142
down,23,64,289.2,80.66,144
left,27,64,294.04,84.1,146
up,30,64,308.96,89.2,148
right,35,64,292.08,80.1,150
up,39,64,303.48,85.7,152
left,20,64,311,88.68,154
down,37,64,304.28,81.82,156
down,32,64,315.64,89.16,158
up,36,64,302.36,80.52,160
up,40,64,301.04,79.16,162
up,33,64,310.88,82.58,164
left,48,64,296,73.1,166
up,48,64,335.48,93.54,168
up,47,64,329.44,90.68,170
down,24,64,323.84,87.58,172
up,29,64,337.8,89.04,174
down,32,64,324.36,82.06,176
right,36,128,324.32,82.08,178
down,46,128,342.04,91.36,180
up,33,128,323,81.1,182
up,36,128,330.6,84.86,184
right,43,128,326.88,78.32,188
left,49,128,334.72,79.82,190
right,25,128,322.12,72.9,192
down,32,128,330.88,78.64,194
right,24,128,326,72.5,198
right,37,128,335.44,77.48,200
left,17,128,332,75.02,202
right,45,128,345.44,80,204
right,50,128,336.28,73.46,206
up,30,128,330.76,69.72,208
down,44,128,332.08,70.1,210
right,39,128,334.2,69.74,212
up,18,128,323.64,61.98,214
right,33,128,318.24,58.42,216
up,30,128,343.64,71.66,218
right,30,128,337.2,65.66,222
down,42,128,338.36,65.82,224
up,24,128,340.24,64.86,226
left,20,128,346.32,68.08,228
down,34,128,350.72,68.68,230
left,32,128,350.8,68.04,232
right,21,128,351.8,66.52,234
up,40,128,351.04,66.48,236
up,36,128,360.56,70.4,238
left,35,128,364.92,72.84,240
down,33,128,349.32,59.04,242
left,24,128,350.2,59.18,246
up,44,128,363.92,70.24,248
right,31,128,354.4,61,250
up,34,128,356.16,58.92,252
right,25,128,358.64,60.36,254
right,32,128,363.88,61.84,256
right,35,128,372.76,64.98,258
left,33,128,368.28,62.5,260
up,46,128,369.76,61.52,262
up,43,128,375.84,63.62,264
left,29,128,373.6,61.86,266
left,33,128,376.48,62.46,268
right,40,128,379,63.34,272
left,33,128,389.04,66.74,274
down,29,128,380.24,61.5,276
up,46,128,407.52,73.92,278
left,27,128,392.04,62.3,280
down,42,128,418.72,75.7,282
left,31,128,433.36,83.96,284
down,35,128,436.16,84.4,286
right,56,128,433.12,79.94,290
down,53,128,436.12,80.56,292
right,42,128,427.76,75.18,294
right,55,128,439.68,81.72,296
down,39,128,436.56,77.86,298
right,29,128,441.52,79.24,302
left,19,128,432.28,72.94,304
up,35,128,433.08,72.96,306
right,38,128,433.72,70.84,308
right,42,128,435.96,71.1,310
left,39,128,431.36,68.08,312
up,34,128,438,69.5,314
left,31,128,432.08,66.6,316
up,26,128,424.92,61.58,318
right,21,128,429.44,62.92,320
down,41,128,432.76,63.8,322
left,36,128,431.2,63.22,324
right,20,128,430,59.58,326
up,37,128,416.32,50.96,330
up,34,128,421.4,52.04,332
right,38,128,428.96,53.66,334
down,27,128,427.6,51.5,336
left,40,128,426.68,52.96,338
up,23,128,424.76,48.22,340
up,32,128,432.32,53.08,342
right,32,128,435.4,53.04,344
up,31,128,436.04,53.8,346
right,21,128,438.68,53.14,348
down,39,128,437.84,51.72,350
right,32,128,456.6,60,352
left,29,128,448.28,53.06,356
up,27,128,447.88,52.5,358
right,29,128,451.24,53.16,360
left,35,128,466.04,61.68,362
right,41,128,463.12,57.68,364
right,39,128,453.24,50.98,366
down,216,128,461.44,54.52,368
left,26,256,470.4,56.28,370
right,24,256,470,56.5,372
up,26,256,472.72,56.42,374
up,35,256,470.76,54.94,376
left,33,256,473.8,55.32,378
up,21,256,468,51.54,380
down,30,256,483.52,59.54,382
right,25,256,460,44.5,384
down,32,256,475.88,53.16,386
up,40,256,483,56.06,388
left,31,256,474.76,48.68,390
up,30,256,475.48,48.26,392
down,31,256,476.76,47.76,394
left,25,256,482.56,49.28,396
down,36,256,482.8,50.82,398
left,19,256,476.64,45.14,400
right,25,256,484.2,48.54,402
up,29,256,501.92,56.82,404
down,28,256,493.2,50.2,406
right,25,256,500.2,53.4,408
up,28,256,500.24,53.48,410
down,25,256,508.48,54.92,414
right,23,256,509.72,53.98,416
left,25,256,516.2,56.5,418
up,23,256,513.4,53.78,420
left,38,256,528.68,61.46,422
left,30,256,526.52,59.34,426
right,38,256,530.36,58.94,428
left,35,256,532.16,58.26,430
down,35,256,535.56,60.86,432
left,25,256,528.2,53.88,434
up,25,256,534.6,55.34,436
down,26,256,530.36,51.88,438
down,32,256,540.4,57.82,442
up,32,256,538.04,54.02,444
left,21,256,530.76,48.8,446
left,26,256,539.52,52.6,448
down,25,256,540.56,54.42,450
up,31,256,532.36,46.14,452
left,28,256,542.96,49.76,454
right,37,256,537.92,48.38,458
right,27,256,544,48.86,460
down,27,256,537.32,45.54,462
left,23,256,543.36,46.02,464
down,26,256,551.76,49.26,466
right,30,256,556.96,51.84,468
right,17,256,544.44,42.48,470
up,26,256,546.84,43.38,472
down,22,256,551.88,45.52,474
up,25,256,552,44.82,476
left,34,256,556.44,44.36,478
right,26,256,556.76,44.4,480
left,32,256,572.68,53.24,482
down,32,256,558.8,43,484
left,25,256,561.52,44.66,486
down,29,256,557.32,39.98,488
right,19,256,568.8,47.52,490
left,32,256,564.2,41.88,492
down,23,256,557.4,36.76,496
right,43,256,568.4,42.86,498
down,29,256,558.6,34.88,500
up,32,256,562.36,35.88,502
up,33,256,565.92,37.9,504
right,28,256,562.4,34.34,508
left,31,256,561.36,29.34,510
up,24,256,573.64,37.34,512
left,28,256,591.4,46.18,514
right,28,256,583.52,40.06,516
right,32,256,582.64,37.82,518
up,27,256,582.4,37.94,520
right,23,256,585.24,36.84,522
right,28,256,576.8,32.06,524
left,30,256,589.48,36.88,526
up,28,256,597.76,40.26,528
up,29,256,599.56,40.7,530
left,35,256,619.64,49.14,534
down,32,256,647.88,63.5,536
left,27,256,665.84,72,538
left,35,256,677.72,76.52,540
up,40,256,676.48,76.22,542
right,30,256,669.28,70.66,544
up,49,256,685.16,78.32,548
right,32,256,693.92,80.6,550
up,43,256,697.04,82.74,552
right,35,256,693.12,77.18,554
down,129,512,710.2,87.76,556
up,141,512,697,77.94,558
left,44,512,711.52,83.18,562
right,52,512,694.28,72.52,564
left,40,512,705.44,79.58,566
left,32,512,701.76,75.78,568
up,44,512,701.88,74.62,570
right,45,512,708.96,77.82,572
right,31,512,709,76.86,574
up,34,512,711.36,76.18,576
down,36,512,708.52,75.24,578
right,26,512,696.56,67.46,580
left,30,512,699.84,67.44,582
right,27,512,694.24,63.08,584
down,30,512,689.84,61.26,586
down,30,512,697.88,62.14,590
left,29,512,703.36,64.86,592
up,30,512,700.48,61.94,594
left,33,512,700.92,59.98,598
down,37,512,703.12,60.38,600
right,25,512,714,64.34,602
down,34,512,721.44,66.74,604
down,31,512,723.36,66.2,606
down,33,512,730.64,68.82,608
left,34,512,722.64,64.4,612
up,26,512,729.96,66.8,614
up,34,512,726.44,64.08,616
up,38,512,729.56,64.7,618
left,26,512,722.04,58.34,620
right,33,512,732,63.3,622
up,32,512,718.04,54.38,624
up,32,512,723.24,56.5,626
left,27,512,717.56,53.82,630
down,23,512,712.28,46.92,632
up,20,512,716.76,48.18,634
up,30,512,720.08,49.36,636
left,26,512,719,47.64,638
down,19,512,704.92,38.5,640
down,27,512,714.64,43.74,642
down,27,512,707.44,37.26,644
left,30,512,721.04,44.82,646
up,23,512,713.08,39.68,648
up,31,512,726.8,44.34,650
left,23,512,719.2,41.16,652
right,24,512,716.68,36.94,656
up,25,512,717.04,36.04,658
right,24,512,719.76,35.36,660
right,19,512,718.2,32.86,664
down,30,512,734.44,39.3,666
right,23,512,726.48,35,668
left,42,512,733.16,38.58,670
down,29,512,733.8,36.56,672
left,39,512,749.72,44.38,674
up,22,512,749.56,42.24,676
left,49,512,772,54.66,678
down,35,512,763.2,48.46,682
up,30,512,767.36,47.52,684
right,31,512,752.92,39.62,686
down,23,512,757.8,41.62,690
right,23,512,770.88,45.24,692
up,24,512,768.8,43.62,694
left,32,512,785.12,53.04,696
right,23,512,769.76,40.58,698
down,31,512,781.52,46.94,702
left,24,512,781.52,44.52,704
down,26,512,787.8,47.56,708
up,31,512,792.64,48.76,712
up,34,512,781.12,39.46,716
right,33,512,782.36,37.66,718
left,24,512,785.88,39.44,720
down,30,512,794.16,41.04,722
right,32,512,795.6,41.42,724
left,29,512,801.8,44.62,726
up,31,512,815.08,49.94,728
left,29,512,811.16,46.22,730
right,18,512,814.08,49.22,732
up,30,512,822.96,51.72,734
left,30,512,820.92,49.86,736
right,30,512,810.72,42.8,738
down,24,512,813.16,43.24,740
right,28,512,820.68,44.5,742
left,23,512,807.24,37.08,744
down,34,512,821,45.32,748
up,24,512,819.32,41.36,750
right,39,512,821.4,40.74,752
right,16,512,816.28,36.56,754
right,194,512,823.68,41.14,756
right,36,512,829.88,44.2,758
up,32,512,825.52,39.24,760
up,38,512,828.36,39.72,762
right,22,512,820.96,34.22,764
right,40,512,826.52,35.92,766
left,23,512,834.16,40.7,768
right,26,512,832.68,37.66,770
up,21,512,833.48,36.86,772
right,28,512,836.44,36.98,776
down,14,512,824.72,27.68,778
left,19,512,840.24,36.02,780
down,22,512,840.36,34.72,782
up,29,512,846.88,37.2,784
right,21,512,852.72,39.8,786
up,20,512,865.88,46.56,788
left,29,512,872.72,48.48,790
left,30,512,893.48,57.52,792
up,33,512,896.56,60.5,796
up,37,512,881.64,47.98,798
up,28,512,880.04,45.24,800
up,31,512,887.24,50.3,802
down,31,512,887.72,49.3,804
right,33,512,899.92,54.76,806
up,33,512,894.44,49.86,808
up,32,512,908.84,55.82,810
left,34,512,904.04,53.12,812
up,27,512,907.96,55,814
up,30,512,909.96,53.84,816
right,29,512,909.68,52.58,818
down,27,512,906.48,50.26,822
right,32,512,915.16,52.44,824
up,29,512,913,49.26,826
left,30,512,913.04,50.68,828
up,28,512,920.52,51.6,830
left,36,512,917.48,48.64,832
up,32,512,910.56,44.24,834
down,32,512,916.8,47.7,836
left,24,512,913.8,45.04,838
left,31,512,914.84,42.94,840
down,28,512,919.72,46.96,842
right,31,512,919.68,45.08,844
down,26,512,918.4,43.08,846
up,49,512,924.36,45.9,848
left,29,512,916.2,38.52,850
right,31,512,921.12,41.32,852
down,22,512,917.28,38.36,854
left,27,512,931.48,43.72,856
up,25,512,924.56,41.4,860
right,29,512,927.12,38.24,864
up,23,512,923.8,36.14,866
up,26,512,929.72,37.92,868
left,27,512,925.4,32.96,870
down,31,512,936.92,38.82,872
left,30,512,948.6,44.42,874
up,25,512,948,42.04,876
down,28,512,955.2,45.02,878
right,30,512,952.72,42.24,882
down,30,512,956.32,44.18,884
right,31,512,957.32,41.1,886
down,26,512,958.88,43.62,888
up,18,512,958.8,40.44,890
left,27,512,953.68,36.12,892
down,36,512,952.36,34.68,894
up,24,512,952.72,33.64,896
right,19,512,947.48,29.5,898
down,25,512,960.2,34.4,900
left,26,512,957.68,33.06,902
right,28,512,957.76,31.52,904
up,28,512,962.04,34.12,906
up,26,512,965,34.5,908
left,27,512,977.28,38.78,910
left,29,512,986.08,44.94,912
down,32,512,986.8,42.62,914
right,22,512,1000.28,48.5,916
up,29,512,1006.8,50.88,918
up,31,512,1001.76,47.1,920
right,44,512,1005.84,48.08,922
up,49,512,1009.28,49.12,924
up,28,512,1004.36,45.74,926
up,31,512,1000.48,42,928
right,42,512,1008.28,45.74,930
left,25,512,1009.88,45.92,932
down,24,512,1010.96,44.82,934
right,17,512,1005.24,41.46,936
up,34,512,1008.8,43.06,938
left,23,512,1014.2,43.9,940
left,27,512,1016.52,44.08,942
up,26,512,1013.36,41.66,944
down,25,512,1019.2,44.06,946
right,25,512,1013.6,38.16,948
right,27,512,1015.64,37.3,950
down,25,512,1019.88,40.2,952
left,30,512,1021.16,40.36,954
up,16,512,1015.96,36.74,956
left,24,512,1023.28,38.58,958
down,27,512,1022.4,37.56,960
right,28,512,1021.56,35.8,962
left,21,512,1022.08,33.38,966
up,20,512,1023.24,33.06,968
left,16,512,1025.52,31.84,970
left,22,512,1031.84,37.36,972
right,29,512,1029.48,33.54,974
down,23,512,1031.12,33.46,976
left,38,512,1037.36,35.68,978
down,19,512,1033.64,32.02,980
up,19,512,1035.48,32.58,982
down,22,512,1041,35.34,986
left,21,512,1037.72,31.06,988
right,23,512,1050.48,36.34,990
left,23,512,1055.68,37.56,992
up,28,512,1049.6,32.72,994
right,26,512,1053.24,34.54,996
right,28,512,1058.68,35.62,1000
up,23,512,1055.04,32.84,1004
left,17,512,1059.64,31.7,1006
up,24,512,1062.76,32.68,1008
right,26,512,1061.12,31.58,1010
right,39,512,1064,30,1012
up,40,512,1066.88,31.44,1014
up,36,512,1070.72,32.58,1016
up,39,512,1071.08,31.64,1018
left,28,512,1066.44,27.56,1020
left,24,512,1069.76,28.44,1022
left,25,512,1069.64,27.22,1026
